reaction name	ECN	has match in metaCyc	contains atom mapping	left mets	right mets	missingMets
2-Aminoacrylate sulfotransferase		False	False	XVOYSCVBGLVSOL-REOHCLBHSA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+WHTCPDAXWFLDIH-KQYNXXCUSA-N	UQBOJOOOTLPNST-UHFFFAOYSA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+GACDQMDRPRGCTN-KQYNXXCUSA-N	
2-Aminomuconate semialdehyde:NAD+ 6-oxidoreductase Tryptophan metabolism EC:1.2.1.32	1.2.1.32	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+ZRHONLCTYUYMIQ-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+QCGTZPZKJPTAEP-UHFFFAOYSA-N	
2-Deoxy-D-ribose 1-phosphate 1,5-phosphomutase Pentose phosphate pathway EC:5.4.2.7	5.4.2.7	False	False	ALQNUOMIEBHXQG-CRCLSJGQSA-N	KBDKAJNTYKVSEK-PYHARJCCSA-N	
2-Deoxyadenosine 5-diphosphate:oxidized-thioredoxin 2-oxidoreductase Purine metabolism EC:1.17.4.1	1.17.4.1	False	False	PGAVKCOVUIYSFO-XVFCMESISA-N+15967	XLYOFNOQVPJJNP-UHFFFAOYSA-N+AHCYMLUZIRLXAA-SHYZEUOFSA-N+18191	
2-Deoxyguanosine 5-triphosphate pyrophosphohydrolase Purine metabolism EC:3.6.1.19	3.6.1.19	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+LTFMZDNNPPEQNG-KVQBGUIXSA-N+XPPKVPWEQAFLFU-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+HAAZLUGHYHWQIW-KVQBGUIXSA-N	
2-Deoxyuridine 5-diphosphate:oxidized-thioredoxin 2-oxidoreductase Pyrimidine metabolism EC:1.17.4.1	1.17.4.1	False	False	QGWNDRXFNXRZMB-UUOKFMHZSA-N+15967	XLYOFNOQVPJJNP-UHFFFAOYSA-N+CIKGWCTVFSRMJU-KVQBGUIXSA-N+18191	
2-Hydroxybutyrate:NAD+ oxidoreductase	1.1.1.27	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+TYEYBOSBBBHJIV-UHFFFAOYSA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M	AFENDNXGAFYKQO-UHFFFAOYSA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M	
2-Methylprop-2-enoyl-CoA (2-Methylbut-2-enoyl-CoA), mitochondrial	4.2.1.17	True	True	PEKYNTFSOBAABV-LQUDNSJZSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+PMWATMXOQQZNBX-DJVIHCHSSA-N	
2-Methylpropanoyl-CoA:oxygen 2,3-oxidoreductase Valine, leucine and isoleucine degradation EC:1.3.99.2	1.3.99.2	False	False	NPALUEYCDZWBOV-NDZSKPAWSA-N+QNTNKSLOFHEFPK-UHFFFAOYSA-N	AEWHYWSPVRZHCT-NDZSKPAWSA-N+ACTIUHUUMQJHFO-UHFFFAOYSA-N	
2-Oxoadipate:lipoamde 2-oxidoreductase(decarboxylating and acceptor-succinylating) (mitochondria)	2.3.1.61	False	False	CURLTUGMZLYLDI-UHFFFAOYSA-N+SYKWLIJQEHRDNH-CKRMAKSASA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M	FGSBNBBHOZHUBO-UHFFFAOYSA-N+RGJOEKWQDUBAIZ-IBOSZNHHSA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M	
2-Oxoadipate:lipoamde 2-oxidoreductase(decarboxylating and acceptor-succinylating) Lysine degradation EC:1.2.4.2	1.2.4.2	False	False	CURLTUGMZLYLDI-UHFFFAOYSA-N+PWTIHZUSTBSVGF-UHFFFAOYSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+FGSBNBBHOZHUBO-UHFFFAOYSA-N+FCCDDURTIIUXBY-UHFFFAOYSA-N	
2-Oxobutanoate dehydrogenase, cytosolic	1.2.7.2	False	False	BAWFJGJZGIEFAR-NNYOXOHSSA-M+CURLTUGMZLYLDI-UHFFFAOYSA-N+QAQREVBBADEHPA-UXYNFSPESA-N	BAWFJGJZGIEFAR-NNYOXOHSSA-M+TYEYBOSBBBHJIV-UHFFFAOYSA-N+RGJOEKWQDUBAIZ-IBOSZNHHSA-N	
2-Oxoglutaramate amidohydrolase Glutamate metabolism EC:3.5.1.3	3.5.1.3	False	False	KPGXRSRHYNQIFN-UHFFFAOYSA-N+QGZKDVFQNNGYKY-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+COJBGNAUUSNXHX-UHFFFAOYSA-N	
2-Oxopropanal:NADP+ oxidoreductase Pyruvate metabolism EC:1.2.1.49	1.2.1.49	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+LCTONWCANYUPML-UHFFFAOYSA-N+XJLXINKUBYWONI-NNYOXOHSSA-K	XLYOFNOQVPJJNP-UHFFFAOYSA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+AIJULSRZWUXGPQ-UHFFFAOYSA-N	
2-aminoadipate transaminase, irreversible	2.6.1.39	True	True	FGSBNBBHOZHUBO-UHFFFAOYSA-N+WHUUTDBJXJRKMK-VKHMYHEASA-N	OYIFNHCXNCRBQI-BYPYZUCNSA-N+KPGXRSRHYNQIFN-UHFFFAOYSA-N	
2-aminomuconate reductase		False	False	QGZKDVFQNNGYKY-UHFFFAOYSA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+FGSBNBBHOZHUBO-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+ZRHONLCTYUYMIQ-UHFFFAOYSA-N	
2-dehydro-3-deoxy-phosphogluconate aldolase, mitochondrial	4.1.2.14	True	True	LCTONWCANYUPML-UHFFFAOYSA-N+HHLFWLYXYJOTON-UHFFFAOYSA-N	WXSKVKPSMAHCSG-UHFFFAOYSA-N	
2-deoxy-D-ribose 1-phosphate phosphorylase	3.1.3.10	False	False	NBIIXXVUZAFLBC-UHFFFAOYSA-N+ASJSAQIRZKANQN-CRCLSJGQSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+KBDKAJNTYKVSEK-PYHARJCCSA-N	
2-hydroxyphytanoyl-CoA lyase		True	True	SXMOKYXNAPLNCW-GORZOVPNSA-N+IZJRIIWUSIGEAJ-UHFFFAOYSA-N	WNVFJMYPVBOLKV-YLNUKALLSA-N	
2-keto-3deoxy-D-glycero-D-galactononic acid phosphohydrolase		True	True	NBIIXXVUZAFLBC-UHFFFAOYSA-N+FQHUAUMYHAJTDH-IMSDGWMTSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N	
2-methylcitrate synthase	2.3.3.5	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+YNOXCRMFGMSKIJ-UHFFFAOYSA-N+RGJOEKWQDUBAIZ-IBOSZNHHSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+QAQREVBBADEHPA-UXYNFSPESA-N+KHPXUQMNIQBQEV-UHFFFAOYSA-N	
2-methylisocitrate dehydratase	4.2.1.99	True	True	HHKPKXCSHMJWCF-WVBDSBKLSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+NUZLRKBHOBPTQV-UHFFFAOYSA-N	
2-methylpropanoyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-(2-methylpropanoyl)transferase Valine, leucine and isoleucine degradation EC:2.3.1.168	2.3.1.168	False	False	AEWHYWSPVRZHCT-NDZSKPAWSA-N+VLYUGYAKYZETRF-UHFFFAOYSA-N	RGJOEKWQDUBAIZ-IBOSZNHHSA-N+UEFURMXXHJCLJP-UHFFFAOYSA-N	
2-oxoglutarate dehydrogenase	2.3.1.61	False	False	CURLTUGMZLYLDI-UHFFFAOYSA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+VNOYUJKHFWYWIR-FZEDXVDRSA-N	KPGXRSRHYNQIFN-UHFFFAOYSA-N+RGJOEKWQDUBAIZ-IBOSZNHHSA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M	
2-oxoglutarate dehydrogenase E1 component Citrate cycle (TCA cycle) EC:1.2.4.2	1.2.4.2	False	False	AYEKOFBPNLCAJY-UHFFFAOYSA-N+KWKBJWYJJBQOAE-UHFFFAOYSA-N	FCCDDURTIIUXBY-UHFFFAOYSA-N+ZWUKRGPVMMTMAF-UHFFFAOYSA-O	
2-oxoglutarate:[dihydrolipoyllysine-residue succinyltransferase]-lipoyllysine 2-oxidoreductase (decarboxylating, acceptor-succinylating) EC:1.2.4.2	1.2.4.2	False	False	CURLTUGMZLYLDI-UHFFFAOYSA-N+KWKBJWYJJBQOAE-UHFFFAOYSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+KPGXRSRHYNQIFN-UHFFFAOYSA-N+FCCDDURTIIUXBY-UHFFFAOYSA-N	
2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxobutanoate), mitochondrial	1.8.1.4	False	False	CURLTUGMZLYLDI-UHFFFAOYSA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+AEWHYWSPVRZHCT-NDZSKPAWSA-N	RGJOEKWQDUBAIZ-IBOSZNHHSA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+QHKABHOOEWYVLI-UHFFFAOYSA-N	
2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxopentanoate), mitochondrial	1.8.1.4	False	False	CURLTUGMZLYLDI-UHFFFAOYSA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+LYNVNYDEQMMNMZ-XGXNYEOVSA-N	RGJOEKWQDUBAIZ-IBOSZNHHSA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+JVQYSWDUAOAHFM-UHFFFAOYSA-N	
2-oxoisovalerate dehydrogenase (acylating; 4-methyl-2-oxopentaoate), mitochondrial	1.8.1.4	False	False	CURLTUGMZLYLDI-UHFFFAOYSA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+UYVZIWWBJMYRCD-TVCSPYKZSA-N	RGJOEKWQDUBAIZ-IBOSZNHHSA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+BKAJNAXTPSGJCU-UHFFFAOYSA-N	
24-dehydrocholesterol reductase [Precursor]		False	False	HVYWMOMLDIMFJA-DPAQBDIFSA-N+VWWQXMAJTJZDQX-UYBVJOGSSA-N	YPZRHBJKEMOYQH-UYBVJOGSSA-N+AVSXSVCZWQODGV-DPAQBDIFSA-N	
24R-Vitamin D-25-hydroxylase (D2)		False	False	BPEQZNMKGFTMQE-DXYROGBQSA-N+XLYOFNOQVPJJNP-UHFFFAOYSA-N+XJLXINKUBYWONI-NNYOXOHSSA-K	GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+MYMOFIZGZYHOMD-UHFFFAOYSA-N+KJKIIUAXZGLUND-WYBYICLWSA-N	
24R-Vitamin D-25-hydroxylase (D3)		False	False	XLYOFNOQVPJJNP-UHFFFAOYSA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+FCKJYANJHNLEEP-SUUCIXNTSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+MYMOFIZGZYHOMD-UHFFFAOYSA-N+JWUBBDSIWDLEOM-DLBXBJKMSA-N	
3 alpha-hydroxysteroid dehydrogenase (type 3)	1.1.1.225	False	False	QGXBDMJGAMFCBF-HLUDHZFRSA-N+XJLXINKUBYWONI-NNYOXOHSSA-K	GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+RAJWOBJTTGJROA-WZNAKSSCSA-N	
3 beta-hydroxysteroid dehydrogenase type 1		False	False	XLYOFNOQVPJJNP-UHFFFAOYSA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+RAJWOBJTTGJROA-WZNAKSSCSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+QQIVKFZWLZJXJT-DNKQKWOHSA-N	
3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type I		False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+DBPWSSGDRRHUNT-CEGNMAFCSA-N	BAWFJGJZGIEFAR-NNYOXOHSSA-M+JERGUCIJOXJXHF-TVWVXWENSA-N	
3',5'-bisphosphate nucleotidase	3.1.3.7	True	True	NBIIXXVUZAFLBC-UHFFFAOYSA-N+UDMBCSSLTHHNCD-KQYNXXCUSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+WHTCPDAXWFLDIH-KQYNXXCUSA-N	
3',5'-bisphosphate nucleotidase (paps)	3.1.3.7	True	True	NBIIXXVUZAFLBC-UHFFFAOYSA-N+IRLPACMLTUPBCL-KQYNXXCUSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+GACDQMDRPRGCTN-KQYNXXCUSA-N	
3',5'-cyclic-nucleotide phosphodiesterase	3.1.4.17	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+RQFCJASXJCIDSX-UUOKFMHZSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+ZOOGRGPOEVQQDX-UUOKFMHZSA-N	
3',5'-cyclic-nucleotide phosphodiesterase, Golgi	3.1.4.17	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+RQFCJASXJCIDSX-UUOKFMHZSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+ZOOGRGPOEVQQDX-UUOKFMHZSA-N	
3',5'-cyclic-nucleotide phosphodiesterase, Nucleus	3.1.4.17	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+RQFCJASXJCIDSX-UUOKFMHZSA-N	ZOOGRGPOEVQQDX-UUOKFMHZSA-N+XLYOFNOQVPJJNP-UHFFFAOYSA-N	
3',5'-cyclic-nucleotide phosphodiesterase,Golgi	3.1.4.17	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+UDMBCSSLTHHNCD-KQYNXXCUSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+IVOMOUWHDPKRLL-KQYNXXCUSA-N	
3'-nucleotidase (AMP), lysosome	3.1.3.2	True	True	OIRDTQYFTABQOQ-KQYNXXCUSA-N+NBIIXXVUZAFLBC-UHFFFAOYSA-N	LNQVTSROQXJCDD-KQYNXXCUSA-N+XLYOFNOQVPJJNP-UHFFFAOYSA-N	
3,4-Dihydroxymandelaldehyde:NAD+ oxidoreductase	1.2.1.5	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+RGHMISIYKIHAJW-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+YUGMCLJIWGEKCK-UHFFFAOYSA-N	
3,4-Dihydroxymandelaldehyde:NAD+ oxidoreductase Tyrosine metabolism EC:1.2.1.5	1.2.1.5	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+RGHMISIYKIHAJW-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+YUGMCLJIWGEKCK-UHFFFAOYSA-N	
3,4-Dihydroxymandelaldehyde:NADP+ oxidoreductase	1.2.1.5	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+RGHMISIYKIHAJW-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+YUGMCLJIWGEKCK-UHFFFAOYSA-N	
3,4-Dihydroxymandelaldehyde:NADP+ oxidoreductase Tyrosine metabolism EC:1.2.1.5	1.2.1.5	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+RGHMISIYKIHAJW-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+YUGMCLJIWGEKCK-UHFFFAOYSA-N	
3,4-Dihydroxyphenylacetaldehyde:NAD+ oxidoreductase	1.2.1.5	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+CFFZDZCDUFSOFZ-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+IADQVXRMSNIUEL-UHFFFAOYSA-N	
3,4-Dihydroxyphenylacetaldehyde:NADP+ oxidoreductase	1.2.1.5	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+CFFZDZCDUFSOFZ-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+IADQVXRMSNIUEL-UHFFFAOYSA-N	
3,4-Dihydroxyphenylacetate:amet O-methyltransferase	2.1.1.6	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+ZJUKTBDSGOFHSH-WFMPWKQPSA-N+QRMZSPFSDQBLIX-UHFFFAOYSA-N	CFFZDZCDUFSOFZ-UHFFFAOYSA-N+MEFKEPWMEQBLKI-AIRLBKTGSA-O	
3,4-Dihydroxyphenylethyleneglycol:NAD+ oxidoreductase	1.1.1.1	False	False	BAWFJGJZGIEFAR-NNYOXOHSSA-M+MTVWFVDWRVYDOR-UHFFFAOYSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+YUGMCLJIWGEKCK-UHFFFAOYSA-N	
3-(4-hydroxyphenyl-)lactate formation		False	False	BAWFJGJZGIEFAR-NNYOXOHSSA-M+JVGVDSSUAVXRDY-UHFFFAOYSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+KKADPXVIOXHVKN-UHFFFAOYSA-N	
3-Aminopropanoate:2-oxoglutarate aminotransferase (m)	2.6.19.4	True	True	WHUUTDBJXJRKMK-VKHMYHEASA-N+OAKURXIZZOAYBC-UHFFFAOYSA-N	KPGXRSRHYNQIFN-UHFFFAOYSA-N+UCMIRNVEIXFBKS-UHFFFAOYSA-N	
3-Decaprenyl-4-hydroxy-5-methoxybenzoate  decarboxylation		False	False	CURLTUGMZLYLDI-UHFFFAOYSA-N+FYLLWSGFAAQKHU-UHFFFAOYSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+WCQCNOIKXGNDLX-UHFFFAOYSA-N	
3-Dehydrosphinganine reductase	1.1.1.102	False	False	XJLXINKUBYWONI-NNYOXOHSSA-K+OTKJDMGTUTTYMP-ZWKOTPCHSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+KBUNOSOGGAARKZ-KRWDZBQOSA-N	
3-Hydroxy-2-methylpropanoyl-CoA hydrolase EC:3.1.2.4	3.1.2.4	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+RGJOEKWQDUBAIZ-IBOSZNHHSA-N+DBXBTMSZEOQQDU-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+WWEOGFZEFHPUAM-MIZDRFBCSA-N	
3-Hydroxy-L-kynurenine hydrolase	3.7.1.3	False	False	WJXSWCUQABXPFS-UHFFFAOYSA-N+QNAYBMKLOCPYGJ-REOHCLBHSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+VCKPUUFAIGNJHC-LURJTMIESA-N	
3-Hydroxy-L-kynurenine:2-oxoglutarate aminotransferase	2.6.1.7	True	True	YCJNYHCCOXVYAF-UHFFFAOYSA-N+WHUUTDBJXJRKMK-VKHMYHEASA-N	KPGXRSRHYNQIFN-UHFFFAOYSA-N+VCKPUUFAIGNJHC-LURJTMIESA-N	
3-Hydroxy-L-tyrosine carboxy-lyase	4.1.1.28	False	False	CURLTUGMZLYLDI-UHFFFAOYSA-N+VYFYYTLLBUKUHU-UHFFFAOYSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+WTDRDQBEARUVNC-LURJTMIESA-N	
3-Hydroxykynurenamine decarboxy-lyase		False	False	CURLTUGMZLYLDI-UHFFFAOYSA-N+ODOPEICAGBYCFH-UHFFFAOYSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+VCKPUUFAIGNJHC-LURJTMIESA-N	
3-Hydroxykynurenamine:oxygen oxidoreductase(deaminating)(flavin-containing)	1.4.3.4	False	False	MHAJPDPJQMAIIY-UHFFFAOYSA-N+QGZKDVFQNNGYKY-UHFFFAOYSA-N+PYELIMVFIITPER-UHFFFAOYSA-N	MYMOFIZGZYHOMD-UHFFFAOYSA-N+ODOPEICAGBYCFH-UHFFFAOYSA-N	
3-Ketolactose galactohydrolase Galactose metabolism EC:3.2.1.23	3.2.1.23	False	False	WQZGKKKJIJFFOK-GASJEMHNSA-N+APIQNBNBIICCON-FKMSRSAHSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N	
3-Mercaptolactate:NAD+ oxidoreductase	1.1.1.27	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+OJOLFAIGOXZBCI-UHFFFAOYSA-N	BAWFJGJZGIEFAR-NNYOXOHSSA-M+OLQOVQTWRIJPRE-UHFFFAOYSA-N	
3-Mercaptopyruvate:cyanide sulfurtransferase Cysteine metabolism EC:2.8.1.2	2.8.1.2	False	False	LCTONWCANYUPML-UHFFFAOYSA-N+DHCDFWKWKRSZHF-UHFFFAOYSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+LSNNMFCWUKXFEE-UHFFFAOYSA-N+OJOLFAIGOXZBCI-UHFFFAOYSA-N	
3-Methoxy-4-hydroxyphenylacetaldehyde:NAD+ oxidoreductase	1.2.1.5	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+QRMZSPFSDQBLIX-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+GOQGGGANVKPMNH-UHFFFAOYSA-N	
3-Methoxy-4-hydroxyphenylacetaldehyde:NAD+ oxidoreductase Tyrosine metabolism EC:1.2.1.5	1.2.1.5	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+QRMZSPFSDQBLIX-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+GOQGGGANVKPMNH-UHFFFAOYSA-N	
3-Methoxy-4-hydroxyphenylacetaldehyde:NADP+ oxidoreductase Tyrosine metabolism EC:1.2.1.5	1.2.1.5	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+QRMZSPFSDQBLIX-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+GOQGGGANVKPMNH-UHFFFAOYSA-N	
3-Methoxy-4-hydroxyphenylglycolaldehyde:NAD+ oxidoreductase	1.2.1.5	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+CGQCWMIAEPEHNQ-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+VISAJVAPYPFKCL-UHFFFAOYSA-N	
3-Methoxy-4-hydroxyphenylglycolaldehyde:NAD+ oxidoreductase Tyrosine metabolism EC:1.2.1.5	1.2.1.5	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+CGQCWMIAEPEHNQ-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+VISAJVAPYPFKCL-UHFFFAOYSA-N	
3-Methoxy-4-hydroxyphenylglycolaldehyde:NADP+ oxidoreductase	1.2.1.5	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+CGQCWMIAEPEHNQ-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+VISAJVAPYPFKCL-UHFFFAOYSA-N	
3-Methoxy-4-hydroxyphenylglycolaldehyde:NADP+ oxidoreductase Tyrosine metabolism EC:1.2.1.5	1.2.1.5	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+CGQCWMIAEPEHNQ-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+XJLXINKUBYWONI-NNYOXOHSSA-K+VISAJVAPYPFKCL-UHFFFAOYSA-N	
3-Methoxytyramine:oxygen oxidoreductase (deaminating)	1.4.3.4	False	False	MHAJPDPJQMAIIY-UHFFFAOYSA-N+QGZKDVFQNNGYKY-UHFFFAOYSA-N+GOQGGGANVKPMNH-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+MYMOFIZGZYHOMD-UHFFFAOYSA-N+DIVQKHQLANKJQO-UHFFFAOYSA-N	
3-Methylbutanoyl-CoA:(acceptor) 2,3-oxidoreductase Valine, leucine and isoleucine degradation EC:1.3.99.10	1.3.99.10	False	False	BXIPALATIYNHJN-ZMHDXICWSA-N+QNTNKSLOFHEFPK-UHFFFAOYSA-N	UYVZIWWBJMYRCD-TVCSPYKZSA-N+ACTIUHUUMQJHFO-UHFFFAOYSA-N	
3-Methylimidazole acetaldehyde:NAD+ oxidoreductase	1.2.1.5	False	False	GPRLSGONYQIRFK-FTGQXOHASA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+ZHCKPJGJQOPTLB-UHFFFAOYSA-N	XLYOFNOQVPJJNP-UHFFFAOYSA-N+BAWFJGJZGIEFAR-NNYOXOHSSA-M+GCQHUBANENYTLB-UHFFFAOYSA-N	
3-Sulfino-L-alanine carboxy-lyase	4.1.1.15	False	False	CURLTUGMZLYLDI-UHFFFAOYSA-N+VVIUBCNYACGLLV-UHFFFAOYSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+ADVPTQAUNPRNPO-REOHCLBHSA-N	
3-Sulfoalanine carboxy-lyase	4.1.1.15	False	False	CURLTUGMZLYLDI-UHFFFAOYSA-N+XOAAWQZATWQOTB-UHFFFAOYSA-N	GPRLSGONYQIRFK-FTGQXOHASA-N+XVOYSCVBGLVSOL-REOHCLBHSA-N	
3-beta-hydroxysteroid-delta(8),delta(7)-isomerase	5.3.3.5	True	True	IZVFFXVYBHFIHY-SKCNUYALSA-N	QETLKNDKQOXZRP-XTGBIJOFSA-N	
3-hydroxyacyl-CoA dehydratase (3-hydroxybutanoyl-CoA) (mitochondria)	4.2.1.17	True	True	XLYOFNOQVPJJNP-UHFFFAOYSA-N+KFWWCMJSYSSPSK-CITAKDKDSA-N	QHHKKMYHDBRONY-VKBDFPRVSA-N	
